date,unit_sales,day_of_week,day_number,month,year,is_weekend,rolling_7d,zscore,is_outlier
2013-11-16,683.0,Saturday,5,11,2013,True,477.42857142857144,1.183623960916181,False
2013-11-17,921.0,Sunday,6,11,2013,True,509.7142857142857,2.5576201172199933,False
2013-11-18,447.0,Monday,0,11,2013,False,486.14285714285717,-0.17882600920020456,False
2013-11-19,401.0,Tuesday,1,11,2013,False,498.57142857142856,-0.4443882915110255,False
2013-11-20,481.0,Wednesday,2,11,2013,False,518.2857142857143,0.017459155986054374,False
2013-11-21,199.0,Thursday,3,11,2013,False,504.57142857142856,-1.610553096441152,False
2013-11-22,419.0,Friday,4,11,2013,False,507.2857142857143,-0.3404726158241825,False
2013-11-23,519.0,Saturday,5,11,2013,True,483.85714285714283,0.2368366935471673,False
2013-11-24,702.0,Sunday,6,11,2013,True,452.57142857142856,1.2933127296967375,False
2013-11-25,282.0,Monday,0,11,2013,False,429.0,-1.1313863696629318,False
2013-11-26,274.0,Tuesday,1,11,2013,False,410.85714285714283,-1.1775711144126397,False
2013-11-27,474.0,Wednesday,2,11,2013,False,409.85714285714283,-0.02295249566994011,False
2013-11-28,258.0,Thursday,3,11,2013,False,418.2857142857143,-1.2699406039120558,False
2013-11-29,363.0,Friday,4,11,2013,False,410.2857142857143,-0.6637658290721384,False
2013-11-30,726.0,Saturday,5,11,2013,True,439.85714285714283,1.4318669639458614,False
2013-12-01,736.0,Sunday,6,12,2013,True,444.7142857142857,1.4895978948829964,False
2013-12-02,421.0,Monday,0,12,2013,False,464.57142857142856,-0.3289264296367555,False
2013-12-03,493.0,Tuesday,1,12,2013,False,495.85714285714283,0.08673627311061635,False
2013-12-04,454.0,Wednesday,2,12,2013,False,493.0,-0.13841435754421008,False
2013-12-05,265.0,Thursday,3,12,2013,False,494.0,-1.2295289522560613,False
2013-12-06,388.0,Friday,4,12,2013,False,497.57142857142856,-0.519438501729301,False
2013-12-07,504.0,Saturday,5,12,2013,True,465.85714285714283,0.15024029714146483,False
2013-12-08,477.0,Sunday,6,12,2013,True,428.85714285714283,-0.005633216388799617,False
2013-12-09,378.0,Monday,0,12,2013,False,422.7142857142857,-0.5771694326664359,False
2013-12-10,330.0,Tuesday,1,12,2013,False,399.42857142857144,-0.8542779011646838,False
2013-12-11,508.0,Wednesday,2,12,2013,False,407.14285714285717,0.17333266951631882,False
2013-12-12,502.0,Thursday,3,12,2013,False,441.0,0.13869411095403783,False
2013-12-13,367.0,Friday,4,12,2013,False,438.0,-0.6406734566972844,False
2013-12-14,547.0,Saturday,5,12,2013,True,444.14285714285717,0.39848330017114525,False
2013-12-15,621.0,Sunday,6,12,2013,True,464.7142857142857,0.8256921891059441,False
2013-12-16,322.0,Monday,0,12,2013,False,456.7142857142857,-0.9004626459143918,False
2013-12-17,496.0,Tuesday,1,12,2013,False,480.42857142857144,0.10405555239175684,False
2013-12-18,532.0,Wednesday,2,12,2013,False,483.85714285714283,0.31188690376544276,False
2013-12-19,455.0,Thursday,3,12,2013,False,477.14285714285717,-0.13264126445049657,False
2013-12-20,441.0,Friday,4,12,2013,False,487.7142857142857,-0.21346456776248554,False
2013-12-21,630.0,Saturday,5,12,2013,True,499.57142857142856,0.8776500269493656,False
2013-12-22,985.0,Sunday,6,12,2013,True,551.5714285714286,2.9270980752176574,False
2013-12-23,523.0,Monday,0,12,2013,False,580.2857142857143,0.2599290659220213,False
2013-12-24,365.0,Tuesday,1,12,2013,False,561.5714285714286,-0.6522196428847113,False
2013-12-25,0.0,Wednesday,2,12,2013,False,485.57142857142856,-2.759398622090138,False
2013-12-26,418.0,Thursday,3,12,2013,False,480.2857142857143,-0.346245708917896,False
2013-12-27,419.0,Friday,4,12,2013,False,477.14285714285717,-0.3404726158241825,False
2013-12-28,499.0,Saturday,5,12,2013,True,458.42857142857144,0.12137483167289734,False
2013-12-29,552.0,Sunday,6,12,2013,True,396.57142857142856,0.42734876563971275,False
2013-12-30,595.0,Monday,0,12,2013,False,406.85714285714283,0.6755917686693932,False
2013-12-31,436.0,Tuesday,1,12,2013,False,417.0,-0.24233003323105304,False
2014-01-01,0.0,Wednesday,2,1,2014,False,417.0,-2.759398622090138,False
2014-01-02,589.0,Thursday,3,1,2014,False,441.42857142857144,0.6409532101071121,False
2014-01-03,474.0,Friday,4,1,2014,False,449.2857142857143,-0.02295249566994011,False
2014-01-04,767.0,Saturday,5,1,2014,True,487.57142857142856,1.6685637807881148,False
2014-01-05,1203.0,Sunday,6,1,2014,True,580.5714285714286,4.1856323696472,True
2014-01-06,399.0,Monday,0,1,2014,False,552.5714285714286,-0.45593447769845247,False
2014-01-07,498.0,Tuesday,1,1,2014,False,561.4285714285714,0.11560173857918384,False
2014-01-08,561.0,Wednesday,2,1,2014,False,641.5714285714286,0.4793066034831342,False
2014-01-09,239.0,Thursday,3,1,2014,False,591.5714285714286,-1.379629372692612,False
2014-01-10,438.0,Friday,4,1,2014,False,586.4285714285714,-0.23078384704362603,False
2014-01-11,619.0,Saturday,5,1,2014,True,565.2857142857143,0.8141460029185171,False
2014-01-12,533.0,Sunday,6,1,2014,True,469.57142857142856,0.31765999685915625,False
2014-01-13,443.0,Monday,0,1,2014,False,475.85714285714283,-0.20191838157505854,False
2014-01-14,440.0,Tuesday,1,1,2014,False,467.57142857142856,-0.21923766085619906,False
2014-01-15,360.0,Wednesday,2,1,2014,False,438.85714285714283,-0.6810851083532788,False
2014-01-16,1168.0,Thursday,3,1,2014,False,571.5714285714286,3.983574111367228,True
2014-01-17,506.0,Friday,4,1,2014,False,581.2857142857143,0.1617864833288918,False
2014-01-18,720.0,Saturday,5,1,2014,True,595.7142857142857,1.3972284053835804,False
2014-01-19,561.0,Sunday,6,1,2014,True,599.7142857142857,0.4793066034831342,False
2014-01-20,391.0,Monday,0,1,2014,False,592.2857142857143,-0.5021192224481604,False
2014-01-21,421.0,Tuesday,1,1,2014,False,589.5714285714286,-0.3289264296367555,False
2014-01-22,519.0,Wednesday,2,1,2014,False,612.2857142857143,0.2368366935471673,False
2014-01-23,231.0,Thursday,3,1,2014,False,478.42857142857144,-1.4258141174423202,False
2014-01-24,263.0,Friday,4,1,2014,False,443.7142857142857,-1.2410751384434882,False
2014-01-25,789.0,Saturday,5,1,2014,True,453.57142857142856,1.7955718288498117,False
2014-01-26,698.0,Sunday,6,1,2014,True,473.14285714285717,1.2702203573218835,False
2014-01-27,310.0,Monday,0,1,2014,False,461.57142857142856,-0.9697397630389538,False
2014-01-28,332.0,Tuesday,1,1,2014,False,448.85714285714283,-0.8427317149772569,False
2014-01-29,405.0,Wednesday,2,1,2014,False,432.57142857142856,-0.4212959191361715,False
2014-01-30,323.0,Thursday,3,1,2014,False,445.7142857142857,-0.8946895528206783,False
2014-01-31,456.0,Friday,4,1,2014,False,473.2857142857143,-0.12686817135678308,False
2014-02-01,732.0,Saturday,5,2,2014,True,465.14285714285717,1.4665055225081425,False
2014-02-02,704.0,Sunday,6,2,2014,True,466.0,1.3048589158841644,False
2014-02-03,395.0,Monday,0,2,2014,False,478.14285714285717,-0.4790268500733065,False
2014-02-04,313.0,Tuesday,1,2,2014,False,475.42857142857144,-0.9524204837578133,False
2014-02-05,463.0,Wednesday,2,2,2014,False,483.7142857142857,-0.08645651970078859,False
2014-02-06,301.0,Thursday,3,2,2014,False,480.57142857142856,-1.0216976008823753,False
2014-02-07,289.0,Friday,4,2,2014,False,456.7142857142857,-1.0909747180069373,False
2014-02-08,678.0,Saturday,5,2,2014,True,449.0,1.1547584954476136,False
2014-02-09,731.0,Sunday,6,2,2014,True,452.85714285714283,1.4607324294144288,False
2014-02-10,370.0,Monday,0,2,2014,False,449.2857142857143,-0.6233541774161439,False
2014-02-11,440.0,Tuesday,1,2,2014,False,467.42857142857144,-0.21923766085619906,False
2014-02-12,409.0,Wednesday,2,2,2014,False,459.7142857142857,-0.3982035467613175,False
2014-02-13,310.0,Thursday,3,2,2014,False,461.0,-0.9697397630389538,False
2014-02-14,258.0,Friday,4,2,2014,False,456.57142857142856,-1.2699406039120558,False
2014-02-15,650.0,Saturday,5,2,2014,True,452.57142857142856,0.9931118888236355,False
2014-02-16,583.0,Sunday,6,2,2014,True,431.42857142857144,0.6063146515448312,False
2014-02-17,506.0,Monday,0,2,2014,False,450.85714285714283,0.1617864833288918,False
2014-02-18,506.0,Tuesday,1,2,2014,False,460.2857142857143,0.1617864833288918,False
2014-02-19,392.0,Wednesday,2,2,2014,False,457.85714285714283,-0.49634612935444694,False
2014-02-20,296.0,Thursday,3,2,2014,False,455.85714285714283,-1.0505630663509427,False
2014-02-21,393.0,Friday,4,2,2014,False,475.14285714285717,-0.49057303626073345,False
2014-02-22,809.0,Saturday,5,2,2014,True,497.85714285714283,1.9110336907240817,False
2014-02-23,714.0,Sunday,6,2,2014,True,516.5714285714286,1.3625898468212994,False
2014-02-24,338.0,Monday,0,2,2014,False,492.57142857142856,-0.8080931564149758,False
2014-02-25,453.0,Tuesday,1,2,2014,False,485.0,-0.14418745063792357,False
2014-02-26,388.0,Wednesday,2,2,2014,False,484.42857142857144,-0.519438501729301,False
2014-02-27,587.0,Thursday,3,2,2014,False,526.0,0.6294070239196852,False
2014-02-28,346.0,Friday,4,2,2014,False,519.2857142857143,-0.7619084116652679,False
2014-03-01,714.0,Saturday,5,3,2014,True,505.7142857142857,1.3625898468212994,False
2014-03-02,410.0,Sunday,6,3,2014,True,462.2857142857143,-0.392430453667604,False
2014-03-03,408.0,Monday,0,3,2014,False,472.2857142857143,-0.40397663985503096,False
2014-03-04,648.0,Tuesday,1,3,2014,False,500.14285714285717,0.9815657026362086,False
2014-03-05,367.0,Wednesday,2,3,2014,False,497.14285714285717,-0.6406734566972844,False
2014-03-06,492.0,Thursday,3,3,2014,False,483.57142857142856,0.08096318001690285,False
2014-03-07,410.0,Friday,4,3,2014,False,492.7142857142857,-0.392430453667604,False
2014-03-08,572.0,Saturday,5,3,2014,True,472.42857142857144,0.5428106275139827,False
2014-03-09,731.0,Sunday,6,3,2014,True,518.2857142857143,1.4607324294144288,False
2014-03-10,437.0,Monday,0,3,2014,False,522.4285714285714,-0.23655694013733955,False
2014-03-11,509.0,Tuesday,1,3,2014,False,502.57142857142856,0.1791057626100323,False
2014-03-12,317.0,Wednesday,2,3,2014,False,495.42857142857144,-0.9293281113829593,False
2014-03-13,254.0,Thursday,3,3,2014,False,461.42857142857144,-1.2930329762869097,False
2014-03-14,243.0,Friday,4,3,2014,False,437.57142857142856,-1.3565370003177581,False
2014-03-15,535.0,Saturday,5,3,2014,True,432.2857142857143,0.3292061830465833,False
2014-03-16,726.0,Sunday,6,3,2014,True,431.57142857142856,1.4318669639458614,False
2014-03-17,285.0,Monday,0,3,2014,False,409.85714285714283,-1.1140670903817913,False
2014-03-18,353.0,Tuesday,1,3,2014,False,387.57142857142856,-0.7214967600092733,False
2014-03-19,346.0,Wednesday,2,3,2014,False,391.7142857142857,-0.7619084116652679,False
2014-03-20,139.0,Thursday,3,3,2014,False,375.2857142857143,-1.956938682063962,False
2014-03-21,456.0,Friday,4,3,2014,False,405.7142857142857,-0.12686817135678308,False
2014-03-22,567.0,Saturday,5,3,2014,True,410.2857142857143,0.5139451620454152,False
2014-03-23,603.0,Sunday,6,3,2014,True,392.7142857142857,0.7217765134191011,False
2014-03-24,371.0,Monday,0,3,2014,False,405.0,-0.6175810843224304,False
2014-03-25,392.0,Tuesday,1,3,2014,False,410.57142857142856,-0.49634612935444694,False
2014-03-26,432.0,Wednesday,2,3,2014,False,422.85714285714283,-0.265422405605907,False
2014-03-27,328.0,Thursday,3,3,2014,False,449.85714285714283,-0.8658240873521108,False
2014-03-28,523.0,Friday,4,3,2014,False,459.42857142857144,0.2599290659220213,False
2014-03-29,647.0,Saturday,5,3,2014,True,470.85714285714283,0.975792609542495,False
2014-03-30,599.0,Sunday,6,3,2014,True,470.2857142857143,0.6986841410442471,False
2014-03-31,415.0,Monday,0,3,2014,False,476.57142857142856,-0.3635649881990365,False
